name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precipitation,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex
Jashore,7/20/2023,34,27.9,30.4,45.8,33.6,38.9,26.7,81.5,0.645,100,8.33,rain,0,0,45.7,22.3,99.1,998.4,59.8,3.7,228,19.7,8
Jashore,7/21/2023,31.8,28,29,42.4,33.6,36.8,27,89.2,5.067,100,12.5,rain,0,0,41.4,18.4,94.9,1001.5,79.5,3.6,196.9,17,7
Jashore,7/22/2023,31,28,28.7,40.6,33.6,35.7,26.7,89.3,4.444,100,8.33,rain,0,0,46.1,18.4,99.2,1004.6,70.5,3.6,189.7,16.3,7
Jashore,7/23/2023,32.3,27,29.7,44.1,30.1,37.6,26.7,84.6,12.177,100,12.5,rain,0,0,42.8,16.6,123.3,1004.8,75.5,3.5,235.6,20.3,8
Jashore,7/24/2023,33.2,27,29.4,44,31.8,37.1,26.7,86.1,0.787,100,4.17,rain,0,0,32.8,20.5,113.4,1003.1,61.1,3.6,236.6,20.5,7
Jashore,7/25/2023,33,27,28.8,43.8,31.2,35.6,26.6,88.6,13.444,100,8.33,rain,0,0,45.7,16.6,84.2,1002.7,61.9,3.7,238.5,20.5,8
Jashore,7/26/2023,31,27,28.6,40.6,31.2,35.5,26.6,88.6,8.888,100,8.33,rain,0,0,39.6,14.8,96.8,1002.7,70.6,3.5,189.6,16.4,7
Jashore,7/27/2023,33,27.5,29.8,45.8,32.6,37.9,26.7,84.1,0.866,100,4.17,rain,0,0,39.2,22.3,142.8,1002,62.6,3.7,218.3,19,8
Jashore,7/28/2023,33,27,29.4,44.2,31.2,37.4,27,87.4,12.534,100,12.5,rain,0,0,38.9,24.1,141.8,999.4,73,3.7,224.8,19.4,8
Jashore,7/29/2023,32,28,29.4,44.1,34.5,38,27.4,89.1,2.712,100,8.33,rain,0,0,27.7,14.8,102.5,998.3,72.6,4.1,139.9,12,7
Jashore,7/30/2023,34.1,28,30.9,47.5,34.5,41.1,27.5,83,0,0,0,rain,0,0,24.5,14.8,73.4,997.5,64.7,4,206.4,18,6
Jashore,7/31/2023,36,28,30.9,48.8,34.5,40.9,27.5,83,26.47,100,4.17,rain,0,0,22.7,13,317.4,996.7,82.3,3.8,176.5,15.1,7
Jashore,8/1/2023,34,27,28.9,49.5,30.6,36,26.5,87.2,40.267,100,20.83,rain,0,0,46.4,25.9,346.3,992.9,89.2,3.3,179.4,15.5,7
Jashore,8/2/2023,30,27,28.3,37.4,30.6,33.9,25.9,87,67.149,100,16.67,rain,0,0,47.5,27.7,153.3,993.3,92.2,3.3,110.8,9.5,5
Jashore,8/3/2023,34,27,29.8,43.8,30.6,37.5,26.5,82.8,0.578,100,4.17,rain,0,0,40.7,27.7,174.5,998.2,72.3,3.8,138.8,12,4
Jashore,8/4/2023,33,28.7,30.5,42.5,35.6,38.5,26.3,79.1,0,0,0,rain,0,0,35.6,22.3,190.2,1001.8,77,4,194.8,17,7
Jashore,8/5/2023,32.2,28.9,29.7,42.3,34.5,36.8,26,80.7,1.422,100,4.17,rain,0,0,38.9,22.3,206.3,1003,88.4,3.4,159,13.7,6
Jashore,8/6/2023,29,27,28.3,36.8,30.6,34.3,26.1,88,5.909,100,16.67,rain,0,0,42.1,22.3,218.1,1000.7,93.1,3,100.4,8.8,5
Jashore,8/7/2023,29,26,27.9,36.8,26,33.4,26.3,91,13,100,16.67,rain,0,0,34.2,14.8,239.2,998.4,97,2.6,89.3,7.8,4
Jashore,8/8/2023,31,26,28.2,39.1,26,33.1,25.8,86.8,2.155,100,4.17,rain,0,0,27,16.6,249.1,1000.4,93.4,3.3,79.8,7,4
Jashore,8/9/2023,33,26.8,30,43.7,30.4,37.4,26.3,81.7,0.029,100,4.17,rain,0,0,21.6,13,255.1,1003.3,86.8,3.3,161.2,13.8,7
Jashore,8/10/2023,32,27.7,29.6,40.7,33.2,36.8,26.2,82.7,6.009,100,12.5,rain,0,0,24.1,14.8,219,1004.6,87.2,3,145.5,12.5,6
Jashore,8/11/2023,33.2,26,29.7,43.8,26,36.8,26.2,81.9,29.775,100,8.33,rain,0,0,25.2,18.4,219.1,1003.9,88.8,3.1,167.5,14.5,6
Jashore,8/12/2023,32,26,28.6,44.1,26,34.8,26.3,87.4,18.07,100,12.5,rain,0,0,24.8,25.9,228.1,1002.6,95,2.8,117.7,10.1,4
Jashore,8/13/2023,31,27,28.3,39.1,30.1,34.1,26,87.6,0.331,100,8.33,rain,0,0,22,14.8,222.5,1003.4,92,2.8,87.1,7.6,4
Jashore,8/14/2023,33,27,29.7,43,30.6,36.9,26.2,82.1,0,0,0,rain,0,0,23,14.8,222,1004.2,86.2,3.2,159.7,13.7,6
Jashore,8/15/2023,33,28,30.1,45.8,33.6,38.6,26.9,83.4,10.198,100,4.17,rain,0,0,20.2,20.5,199.3,1003.8,73.8,3.2,150.5,12.9,7
Jashore,8/16/2023,34.5,26,29.5,47.3,26,37.1,26.7,85.7,10.401,100,8.33,rain,0,0,20.2,16.6,271,1003,71.9,3.2,148.1,12.8,7
Jashore,8/17/2023,33,26,28.9,45.8,26,36.1,27,89.7,11.133,100,12.5,rain,0,0,29.9,14.8,74,1002.2,85.7,3,186.2,16.2,6
Jashore,8/18/2023,31.7,27,28.9,42.4,30.6,36,26.6,87.5,1.451,100,4.17,rain,0,0,50,20.5,88.2,1001.3,81.1,3.6,202.2,17.6,7
Jashore,8/19/2023,32,27.6,29.4,42.3,32.8,37,26.6,85.4,1.711,100,4.17,rain,0,0,40.7,20.5,138,1003.3,69.9,4,225.9,19.6,8
Jashore,8/20/2023,34,27.9,30.5,43.5,32.7,38.1,26.1,77.9,0,0,0,rain,0,0,32.4,18.4,160.5,1004.7,51,4.1,221.8,18.9,7
Jashore,8/21/2023,34,28,30.6,45.3,33.6,39.2,26.8,80.6,0,0,0,rain,0,0,31.3,22.3,171.4,1003.9,60.6,3.8,205,17.7,7
Jashore,8/22/2023,32.3,28,30.3,44.1,34.5,39.3,27,83,0,0,0,rain,0,0,28.8,24.1,172.8,1003.5,80.2,3.8,129.3,11.2,6
Jashore,8/23/2023,33,27,29.1,45.8,31.2,36.8,26.8,87.8,4.422,100,16.67,rain,0,0,33.1,14.8,163.2,1002.3,86.8,3.2,113.7,9.7,4
Jashore,8/24/2023,32,26,29,42.3,26,35.3,26.1,84.4,0.289,100,4.17,rain,0,0,29.2,14.8,228.6,1000.3,90.9,3.3,113.8,9.9,5
Jashore,8/25/2023,28,26,26.6,33.6,26,28.7,25.5,93.5,54.087,100,20.83,rain,0,0,30.2,14.8,233.7,1001,98.4,2.5,40.8,3.6,2
Jashore,8/26/2023,31,26,28.4,40.6,26,34.1,26.1,87.5,0,0,0,rain,0,0,31.3,14.8,215.2,1001.8,94.1,3.2,79.3,7,4
Jashore,8/27/2023,34.2,27.7,31,43.9,32.7,39.1,26.2,76.1,0,0,0,rain,0,0,27.4,14.8,244.4,1001.4,68.1,3.8,216.2,18.5,8
Jashore,8/28/2023,34.1,29.4,31.7,42.7,37.6,40.2,26.1,73.2,0,0,0,,0,0,24.8,18.4,283,1001.8,61.8,3.4,232.7,20.1,8
Jashore,8/29/2023,35,27,30.7,43.5,30.6,38.5,26.1,77.5,49.096,100,4.17,rain,0,0,17.6,11.2,340.5,1002.8,60.3,4.2,247,21.3,8
Jashore,8/30/2023,35,28,31.5,45.3,33.6,40.3,26.5,76.2,0,0,0,,0,0,16.9,13,8.7,1003.9,72.2,3.2,239.7,20.7,9
Jashore,8/31/2023,36,28,31.2,46.3,33.6,40.9,27.1,80,21.461,100,8.33,rain,0,0,20.5,13,190.6,1004.8,67.5,3.3,197.2,17.1,7
Jashore,9/1/2023,35,29,31.2,47.3,36.8,41.5,27.5,81.6,0.1,100,4.17,rain,0,0,20.5,13,180.4,1004.6,70.8,4.1,202,17.3,9
Jashore,9/2/2023,35,26,29.9,51,26,39,27.2,86,25.267,100,4.17,rain,0,0,20.2,22.3,194.5,1003.1,85.3,3,185.9,16.1,6
Jashore,9/3/2023,33.6,27,30,43.8,31.2,37.5,26.4,81.7,0,0,0,rain,0,0,29.5,13,115.5,1001.6,84.4,3.3,189,16.4,7
Jashore,9/4/2023,31,25,28,42.4,25,33.3,26.1,89.7,50.134,100,16.67,rain,0,0,37.1,18.4,102.9,1000.8,87.4,4.1,136.6,11.7,6
Jashore,9/5/2023,32.1,25,28.8,42.3,25,35.3,26.5,87.9,19.387,100,8.33,rain,0,0,39.6,14.8,91.1,1001.5,81.6,3.4,162.5,14,8
Jashore,9/6/2023,32.8,27,29.6,42.6,30.6,37.3,26.6,84.7,8.593,100,8.33,rain,0,0,45,18.4,97.6,1002.3,72.9,4,169.2,14.7,7
Jashore,9/7/2023,31,25,27.9,40.6,25,33.2,26.3,91.3,58.813,100,16.67,rain,0,0,37.1,27.7,97.6,1002.1,86.9,3.3,120.6,10.4,5
Jashore,9/8/2023,29.6,26.9,27.7,38.3,30.6,33.2,26.5,93.2,2.712,100,8.33,rain,0,0,38.5,27.7,145.8,1003.8,84.1,3.1,145.7,12.4,6
Jashore,9/9/2023,33.4,27,29.7,44.1,30.6,37.5,26.6,84.1,4.977,100,8.33,rain,0,0,29.5,25.9,160.6,1004.2,59.3,3.5,202.4,17.5,7
Jashore,9/10/2023,34.2,28,30.5,45.3,34.5,39.3,26.9,82.1,0,0,0,rain,0,0,25.9,14.8,172.6,1002.5,50.7,3.7,228.5,19.8,8
Jashore,9/11/2023,34,28,30.7,45.3,34.5,39.6,26.9,80.9,0,0,0,rain,0,0,27.7,14.8,157.7,1001.5,64.7,3.8,163.2,14.1,6
Jashore,9/12/2023,33,27,29.2,43.8,30.6,36.6,26.6,86,32.62,100,8.33,rain,0,0,28.1,22.3,61.8,1001.7,75.1,3.3,149.8,12.9,6
Jashore,9/13/2023,32.1,27,29,42.3,30.6,35.7,26.1,84.5,2.288,100,8.33,rain,0,0,43.2,18.4,72.8,1000.5,76.1,3.6,182.7,15.7,6
Jashore,9/14/2023,29,26,27.7,36,26,32.6,26,90.6,31.331,100,25,rain,0,0,53.6,18.4,91.1,1001.1,89.7,2.9,156.7,13.6,7
Jashore,9/15/2023,31,26,28.3,40.6,26,34.4,26.5,89.8,9.368,100,12.5,rain,0,0,37.1,14.8,116,1004.2,82.9,3.3,178.1,15.3,6
Jashore,9/16/2023,34,27.9,30.5,45.3,34.2,39.9,27.3,83.5,0,0,0,rain,0,0,28.1,14.8,124.5,1004.5,58.4,3.8,205.3,17.7,8
Jashore,9/17/2023,34.4,27.9,31.2,47.3,33.6,40.5,26.8,78.2,0,0,0,rain,0,0,22.3,14.8,125.6,1003.1,44.5,3.8,248.9,21.5,8
Jashore,9/18/2023,31.1,27,29.4,40.6,31,37.3,26.7,85.6,6.064,100,4.17,rain,0,0,29.9,11.2,121.1,1002.8,76.4,3.4,172.3,14.8,6
Jashore,9/19/2023,32,26,28.2,42.3,26,33.4,25.7,86.3,0.242,100,8.33,rain,0,0,36.4,16.6,78,1004,76.3,3.7,125.7,10.9,6
Jashore,9/20/2023,29,27,27.7,36.6,30.5,32.6,25.8,89.4,15.824,100,12.5,rain,0,0,34.2,14.8,98.9,1003.6,91.4,3.1,114.4,9.7,5
Jashore,9/21/2023,29,26,27.6,36.8,26,32.7,26.2,92.4,10.775,100,16.67,rain,0,0,43.6,16.6,144.6,1005,92.9,3.3,137.6,11.9,5
Jashore,9/22/2023,30,26,27.7,38.8,26,33.1,26.3,91.9,17,100,12.5,rain,0,0,41.4,22.3,157.2,1006,85.6,2.9,136.1,11.7,6
Jashore,9/23/2023,30,26,27.9,38.8,26,33.2,26.4,91.8,14.021,100,12.5,rain,0,0,38.2,25.9,168.1,1006.5,84.7,2.8,166.1,14.5,6
Jashore,9/24/2023,31,26,27.9,42.4,26,33.4,26.1,90.3,18.043,100,12.5,rain,0,0,32.4,16.6,157.7,1005.5,84.6,3.2,160.3,13.9,6
Jashore,9/25/2023,33,26.7,29,43.8,30.4,35.6,26.2,85.7,5.053,100,12.5,rain,0,0,25.6,13,166.5,1005.6,80.2,3.4,149.3,12.9,7
Jashore,9/26/2023,34,27,30.3,43.8,31.2,38.2,26.5,80.9,0,0,0,rain,0,0,21.2,13,174.1,1006,48.6,3.8,214.2,18.4,7
Jashore,9/27/2023,35,27.9,30.9,46.7,33.6,39.8,26.8,79.4,0,0,0,rain,0,0,15.8,9.4,168,1005.4,53.1,4,222,19.3,8
Jashore,9/28/2023,34.4,28,31.2,45.3,34.5,41,27.2,79.8,0.3,100,4.17,rain,0,0,19.1,11.2,316.6,1004.6,51,3.7,215.5,18.5,8
Jashore,9/29/2023,32,27,28.9,44.1,30.1,36.4,26.6,87.2,5.065,100,8.33,rain,0,0,37.1,14.8,334.8,1003.9,80.7,2.6,136.8,11.8,6
Jashore,9/30/2023,29,26,27.2,36.8,26,30.9,25.6,91,40.421,100,20.83,rain,0,0,50,22.3,66.5,1002,92,3,76.1,6.6,4
Jashore,10/1/2023,31.2,26,28.2,40.8,26,33.8,26,88,8.931,100,8.33,rain,0,0,34.9,22.3,130,1002.2,82.8,3.3,106.7,9.3,4
Jashore,10/2/2023,30,26,27.4,38.8,26,32.1,26,91.8,14.91,100,12.5,rain,0,0,35.3,14.8,136.8,1003.6,88.7,2.9,138.3,11.8,7
Jashore,10/3/2023,29,26,26.9,36.8,26,29.9,25.5,91.9,7.31,100,8.33,rain,0,0,29.2,18.4,123.1,1004.8,83,3.1,31,2.7,2
Jashore,10/4/2023,28,26,27,33.7,26,30.2,25.7,92.8,57.732,100,25,rain,0,0,32.4,20.5,135.7,1004.1,98.4,3,43.4,3.6,3
Jashore,10/5/2023,31,26.7,28.4,40.6,30.5,34.7,26.4,89.2,1.208,100,8.33,rain,0,0,36,18.4,189.3,1003.1,95.6,2.7,95.1,8.3,4
Jashore,10/6/2023,32,27,29.3,40.7,31.2,36.2,26.2,83.9,0.827,100,4.17,rain,0,0,28.8,14.8,258.3,1004.1,81.5,3.5,131.6,11.5,6
Jashore,10/7/2023,33,27,29.3,42.1,30.6,35.6,25.8,81.8,0,0,0,rain,0,0,24.1,13,299.8,1006.1,49.6,3.6,174.5,15.2,6
Jashore,10/8/2023,35,27,30.4,45.3,31,37.7,26.1,78.9,0,0,0,rain,0,0,19.1,13,207.1,1007.7,42.7,3.6,199.2,17.3,7
Jashore,10/9/2023,35,28,31.4,44.4,34.5,39.2,25.9,74.1,0,0,0,rain,0,0,19.8,16.6,262.7,1008.6,49.9,3.3,200.4,17.4,7
Jashore,10/10/2023,35,28.6,31.5,41.9,34.4,38.7,25.3,71.2,0,0,0,,0,0,19.1,16.6,276,1009,33.4,3.4,208.5,17.8,8
Jashore,10/11/2023,35,28,31.4,42.6,33.6,38.2,25.1,70.7,0,0,0,rain,0,0,19.4,13,334.3,1009.1,37.9,3.5,219.3,19,8
Jashore,10/12/2023,34.3,27.7,30.8,42,32.7,36.9,24.8,71.5,0,0,0,,0,0,14.4,7.6,105.5,1010.9,35.9,3.4,226.5,19.7,8
Jashore,10/13/2023,34.2,26.8,30.3,40,29.2,34.4,23.3,68.5,0,0,0,,0,0,18.7,14.8,299.9,1012,28.9,3.5,217.9,18.8,8
Jashore,10/14/2023,34,26,30,40.5,26,34.2,23.5,69.5,0,0,0,,0,0,20.9,14.8,253.7,1011.1,32.1,3.5,205.3,17.8,8
Jashore,10/15/2023,34,25.9,29.5,37.6,25.9,32.8,22.8,68.9,0,0,0,,0,0,21.2,18.4,333.3,1009.8,26.5,3.7,235.8,20.5,8
Jashore,10/16/2023,33.2,24.9,29.2,37.1,24.9,32.1,22.9,70.5,0,0,0,,0,0,16.2,18.4,10.5,1010.7,28.9,3.3,230.9,20,8
Jashore,10/17/2023,32.9,25,29,37.4,25,32.4,23.5,73.5,0,0,0,,0,0,14,9.4,15.2,1011.6,30.4,3.1,208.3,18.1,7
Jashore,10/18/2023,32.3,25.5,28.7,39.2,25.5,32.4,24,76.3,0,0,0,,0,0,20.2,14.8,358.3,1012.2,27.9,4,212,18.3,7
Jashore,10/19/2023,32.2,25,28.2,36.8,25,30.4,22.6,72.5,0,0,0,,0,0,23.8,14.8,354.9,1012.9,25.2,3.7,216.9,18.7,8
Jashore,10/20/2023,32.1,23.8,27.7,35.8,23.8,29.3,21.5,70.2,0,0,0,,0,0,23.4,16.6,349.9,1013.4,16.2,3.8,226.6,19.7,8
Jashore,10/21/2023,32.1,22.8,27.4,34.9,22.8,29,21.4,71.3,0,0,0,,0,0,24.8,16.6,356.1,1013.5,13.5,3.7,229.7,19.9,8
Jashore,10/22/2023,31.2,24,27.6,35.8,24,29.8,22.7,75.5,0,0,0,,0,0,22,14.8,10.8,1013.3,66.3,3.7,200.1,17.4,8
Jashore,10/23/2023,30.8,24,26.5,36.6,24,27.8,23.6,84.4,3.155,100,4.17,rain,0,0,37.1,18.4,41.5,1011.8,73,3.2,145.4,12.5,6
Jashore,10/24/2023,30,24,26.8,35.1,24,28.8,23.5,83.1,2.737,100,8.33,rain,0,0,39.2,16.6,22.7,1010,77.3,3.4,127.1,11,5
Jashore,10/25/2023,31.3,24,27.7,36.5,24,30.7,23.6,79.2,0,0,0,rain,0,0,22,18.4,331.2,1011.6,42.2,3.6,194.9,16.7,7
Jashore,10/26/2023,31.5,24.9,27.9,35.5,24.9,30.2,23.2,76.6,0,0,0,rain,0,0,19.1,13,330.9,1012.5,30.5,3.5,292.2,25.3,8
Jashore,10/27/2023,30.7,24.6,27.3,35,24.6,29,22.8,77.2,0,0,0,,0,0,22.7,9.4,26.7,1012.2,55.8,3.2,193.3,16.7,7
Jashore,10/28/2023,30.5,23,26.8,33.9,23,28.1,21.8,74.7,0,0,0,,0,0,17.3,13,359.4,1012.8,36.9,4,172.5,14.9,6
Jashore,10/29/2023,31,22.2,26.4,32.4,22.2,27.1,20.2,70.2,0,0,0,,0,0,20.5,9.4,357,1012.6,35,3.1,197.8,17,8
Jashore,10/30/2023,31.1,22.6,26.6,32.7,22.6,27.5,20.6,71.5,0,0,0,,0,0,20.5,11.2,4,1013,26.4,3.5,199.3,17.2,8
Jashore,10/31/2023,32.2,22.8,27.7,34.9,22.8,29.4,21.5,70.5,0,0,0,,0,0,18.4,9.4,24.1,1013.9,22.2,3.4,213.2,18.3,8
Jashore,11/1/2023,33.3,24,28.2,37.4,24,30.5,22.3,71.6,10.668,100,4.17,rain,0,0,18.4,9.4,0.5,1014.2,30.4,3.6,199.1,17.1,8
Jashore,11/2/2023,32.6,23.6,28.3,36.4,23.6,30.4,22.2,70.7,0,0,0,,0,0,17.6,13,12.4,1013.1,28,3.5,187.9,16.3,7
Jashore,11/3/2023,33,24.5,28.5,37,24.5,30.9,22.5,71.5,0.187,100,8.33,rain,0,0,17.3,9.4,342.2,1011.2,46.7,3.2,173.7,14.9,6
Jashore,11/4/2023,32,24,27.2,36.8,24,28.8,22.3,75.4,0,0,0,,0,0,19.1,14.8,331.7,1011.3,58.2,3.3,166.4,14.4,7
Jashore,11/5/2023,31,24,27.2,35.5,24,29.2,22.6,76.5,0,0,0,,0,0,17.6,14.8,22.7,1013.1,48.5,3,175.5,15.2,7
Jashore,11/6/2023,31,23.8,26.9,31.9,23.8,27.5,19.7,66.4,0,0,0,,0,0,25.6,18.4,347.2,1014.1,27.6,3.5,207.9,17.9,8
Jashore,11/7/2023,30,21.7,25.9,31.4,21.7,26.3,19.5,69.5,0,0,0,,0,0,24.5,13,341.1,1013.4,27.8,3,200.8,17.2,8
Jashore,11/8/2023,31,21.8,25.9,31,21.8,26.2,18.6,66.2,0,0,0,,0,0,22.7,14.8,333.8,1012.8,12.1,2.9,201,17.3,8
Jashore,11/9/2023,31,21.3,25.9,32.4,21.3,26.4,19.2,68.4,0,0,0,,0,0,21.2,11.2,340.1,1013.3,6.9,2.7,203.9,17.5,8
Jashore,11/10/2023,30.5,21,25.5,31.4,21,26,19.4,70.7,0,0,0,,0,0,26.3,14.8,353.7,1014.4,4.8,2.6,206.3,17.6,8
Jashore,11/11/2023,30.3,21.3,25.7,31.9,21.3,26.4,19.7,70.5,0,0,0,,0,0,26.6,14.8,358.6,1014.7,8.8,2.4,200.8,17.5,7
Jashore,11/12/2023,30.7,21.5,25.8,31.9,21.5,26.5,20.1,72.5,0,0,0,,0,0,25.9,16.6,357.5,1014.9,1.9,2.8,203.6,17.6,7
Jashore,11/13/2023,31,21,25.4,32.4,21,26,19.4,71.2,0,0,0,,0,0,27.7,18.4,352.3,1014.9,1.8,3.3,204.5,17.6,8
Jashore,11/14/2023,30.6,20.7,25.3,31.9,20.7,25.9,19.2,70.3,0,0,0,,0,0,24.1,13,354.5,1014.7,35,3.5,197.6,17.2,7
Jashore,11/15/2023,30.6,21,25.6,31.3,21,26.2,19,68,0,0,0,,0,0,22.3,11.2,10.2,1014.6,53.1,3.6,162.4,14.1,6
Jashore,11/16/2023,26.3,23,24.4,26.3,23,24.4,20.6,79.6,0.142,100,4.17,rain,0,0,26.6,14.8,35.5,1014.8,80.1,3,91,7.9,5
Jashore,11/17/2023,27,22.5,24.4,29.2,22.5,24.7,21.5,84,0,0,0,rain,0,0,46.8,27.7,28.8,1012.3,78.8,3.4,85.7,7.4,4
Jashore,11/18/2023,28.8,20,24.4,30.8,20,25,20.4,79.2,0,0,0,,0,0,22.3,13,9.6,1013.9,41.5,4,172,14.8,7
Jashore,11/19/2023,30,20.9,25.1,31.9,20.9,25.7,19.9,74.2,0,0,0,,0,0,26.6,13,1.1,1014.8,35,3.8,141.3,12.2,6
Jashore,11/20/2023,30,20.8,25.3,30.8,20.8,25.7,18.9,69,0,0,0,,0,0,23.4,18.4,6.2,1014.7,37.2,3.8,172.7,14.7,7
Jashore,11/21/2023,30,22.6,25.7,31,22.6,26.1,18.8,67,0,0,0,,0,0,20.9,16.6,343.7,1013.4,49.6,3.3,163.6,14.2,6
Jashore,11/22/2023,28.9,20,24,29.2,20,24.3,17.4,67.7,0,0,0,,0,0,21.2,14.8,349.7,1013,17.4,2.7,182.5,15.9,7
Jashore,11/23/2023,28,18,23.1,28.6,18,23.2,17.2,71.3,0,0,0,,0,0,24.8,14.8,343.1,1012.7,2.7,2.6,194.6,16.9,7
Jashore,11/24/2023,28.3,18,23.5,28.9,18,23.6,17.5,70.8,0,0,0,,0,0,24.8,18.4,1.5,1013.5,21.2,2.9,172,15,6
Jashore,11/25/2023,29,19.9,23.9,29.5,19.9,24.2,17.7,69.5,0,0,0,,0,0,25.6,16.6,358.3,1015.1,39.5,2.9,154,13.3,6
Jashore,11/26/2023,29.2,19,24.1,29.8,19,24.3,17.3,67.2,0,0,0,,0,0,24.1,14.8,358.2,1015.7,22.9,3.2,187.4,16.1,7
Jashore,11/27/2023,29,19,24,29.5,19,24.3,17.9,70,0,0,0,,0,0,16.6,9.4,264.5,1014.4,46.6,3,171.2,14.7,7
Jashore,11/28/2023,30.2,20.7,25.4,30.7,20.7,25.5,17.3,62.2,0,0,0,,0,0,19.8,14.8,276.6,1013,29.9,3.2,189.2,16.3,7
Jashore,11/29/2023,28.2,21.2,24.6,30,21.2,25.2,19.6,73.9,0,0,0,,0,0,16.9,11.2,317.2,1013.6,46.7,2.7,166.1,14.4,7
Jashore,11/30/2023,29.7,20,24.5,31.4,20,25.2,19.9,76.6,0,0,0,,0,0,21.6,13,18.5,1014.5,19.5,2.7,179.3,15.3,7
Jashore,12/1/2023,30,20,24.8,30.8,20,25,17.9,67.1,0,0,0,,0,0,31,20.5,12.1,1013.9,8.7,3.6,185.1,16.1,7
Jashore,12/2/2023,30,20,24.6,31.9,20,24.9,18.5,70.5,0,0,0,,0,0,25.9,16.6,9.1,1014.2,33.5,3.1,179.7,15.4,7
Jashore,12/3/2023,29.2,20,24.4,30.3,20,24.8,19,72.8,0,0,0,,0,0,26.3,14.8,7.9,1014.5,57.4,2.6,172.2,14.7,7
Jashore,12/4/2023,27,20,23.9,28.2,20,24,19.1,74.8,0,0,0,,0,0,20.5,14.8,18.9,1013.4,80.6,2.6,83.6,7.1,4
Jashore,12/5/2023,25.1,22.8,24,25.1,22.8,24,18.2,70.4,0.071,100,4.17,rain,0,0,20.5,22.3,9.3,1013.2,90,3.2,36.5,3.3,2
Jashore,12/6/2023,26,20,23,26,20,23,18.8,77.6,0.869,100,12.5,rain,0,0,25.9,16.6,10.4,1014.4,89.6,2.9,65.6,5.6,3
Jashore,12/7/2023,20.4,19,19.8,20.4,19,19.8,17.9,89.2,36.603,100,16.67,rain,0,0,27.4,16.6,8.6,1013,96.8,2.3,18.9,1.5,1
Jashore,12/8/2023,23,19,20.9,23,19,20.9,18.6,87.1,0,0,0,rain,0,0,24.5,14.8,326,1012.5,75,3.2,110.3,9.4,6
Jashore,12/9/2023,26,18.9,21.7,26,18.9,21.7,17.8,79.8,0,0,0,,0,0,30.6,16.6,329.6,1013.9,30.1,2.7,168.1,14.4,7
Jashore,12/10/2023,26,17.7,21.1,26,17.7,21.1,15.1,70.9,0,0,0,,0,0,24.8,13,309.9,1013.2,6.9,2.9,172.2,14.9,7
Jashore,12/11/2023,25.1,15,20.2,25.1,15,20.2,13.2,66.8,0,0,0,,0,0,27,18.4,323.7,1014.2,0.1,2.9,189,16.4,7
Jashore,12/12/2023,25.2,16,20.1,25.2,16,20.1,14,69.5,0,0,0,,0,0,22.3,13,334.2,1013,6.7,2.7,173.4,14.8,7
Jashore,12/13/2023,25.7,15.4,20.3,25.7,15.4,20.3,13.2,66.1,0,0,0,,0,0,21.6,11.2,322.4,1014.2,9.8,3,186.3,16,7
Jashore,12/14/2023,25,15.3,19.7,25,15.3,19.7,12.8,66,0,0,0,,0,0,22.3,14.8,358,1016.5,19.3,3,189,16.2,7
Jashore,12/15/2023,24,13,18.7,24,13,18.7,12.4,68.3,0,0,0,,0,0,26.3,14.8,344.1,1016.8,7.8,2.4,189,16.2,7
Jashore,12/16/2023,24.5,14,18.9,24.5,14,18.9,12,66.4,0,0,0,,0,0,25.2,14.8,339.5,1015.5,0,2.7,188.8,16.2,7
Jashore,12/17/2023,24.7,14,18.7,24.7,14,18.7,11.3,65.4,0,0,0,,0,0,23.8,13,333.9,1015.6,3,2.8,187.8,16.2,7
Jashore,12/18/2023,24.5,14,18.6,24.5,14,18.6,11.7,66.6,0,0,0,,0,0,24.1,14.8,342.1,1016.4,15.2,2.7,183,15.7,7
Jashore,12/19/2023,24.3,14,18.6,24.3,14,18.6,11.4,64.3,0,0,0,,0,0,24.1,11.2,329.5,1017.1,22.3,2.8,185.5,15.9,7
Jashore,12/20/2023,24.7,15,18.9,24.7,15,18.9,12.6,67.7,0,0,0,,0,0,27.7,14.8,333.7,1016,17.3,3.1,185.2,15.9,7
Jashore,12/21/2023,24.5,15,19.3,24.5,15,19.3,12.8,67.2,0,0,0,,0,0,23,13,332.4,1015.1,30.4,2.9,177.7,15.3,7
Jashore,12/22/2023,25.6,16,20,25.6,16,20,14.9,73.5,0,0,0,,0,0,19.4,9.4,329.9,1015.1,16.9,2.9,153.9,13.3,6
Jashore,12/23/2023,26,16,20.5,26,16,20.5,16.2,77.8,0,0,0,,0,0,16.9,14.8,345.5,1016.6,50.1,2.5,142.8,12.3,6
Jashore,12/24/2023,24.9,16,19.9,24.9,16,19.9,16.6,82.5,0,0,0,,0,0,20.9,11.2,339.8,1017.8,39.3,1.9,164.5,14.2,6
Jashore,12/25/2023,24.2,15.2,19.8,24.2,15.2,19.8,15.9,79.4,0,0,0,,0,0,20.5,11.2,354.1,1017,9.5,2.2,165.9,14.2,6
Jashore,12/26/2023,26,15.8,20.7,26,15.8,20.7,16.2,76.3,0,0,0,,0,0,19.8,12.4,342.3,1017.1,19,2.4,161.2,13.9,6
